,Age,Gender,Home Language,Father Occupation,Mother Occupation,Number Of Siblings,Father Education,Mother Education,School Distance,Means to school,House Lighting,School Infrustructure,School Meal per day,School Cost,GPA,Family income source,Class Label,Bangla,English,Math,Science,History,Social Science,Religious Study,Family Annual income,Extra Tution,Hours of study per day
640,13-15 years,male,Bangla,Business,Home maker,Three Children,primary,Honors/Equivalent ,1-2 km,Private car,Electricity,Teaching facilities,None,Low,2.49,Own business,Yes,62,36,74,35,21,87,34,150000,No,1 hours
641,13-15 years,female,Native Language,Public sector,Freelancer,Four or more,Masters/ Equivalent and above,secondary,4-5 km,School Bus/Bus,Paraffin,Teaching facilities,Once,High,2.2,Formal Wage,Yes,64,26,50,30,62,52,24,300000,Yes,1 hours
642,10-13 years,female,Native Language,Public sector,Home maker,Four or more,primary,secondary,0-0.5 km,Walk,Electricity,Teaching facilities,None,Low,3.23,Formal Wage,No,47,42,69,56,88,81,69,850000,Yes,3 hours
643,15-18 years,male,Native Language,Agriculture,Home maker,Three Children,primary,Honors/Equivalent ,1-2 km,School Bus/Bus,Electricity,Teaching facilities,None,Mediam,2.74,Farming,No,48,44,81,24,77,83,27,700000,Yes,2 hours
644,13-15 years,female,Native Language,Public sector,Immigrant,Four or more,primary,secondary,0.5-1 km,School Bus/Bus,Electricity,Teaching facilities,None,Low,2.64,Formal Wage,No,78,58,21,83,68,36,25,750000,Yes,2 hours
645,10-13 years,male,Native Language,Immigrant,Home maker,Three Children,secondary,primary,0.5-1 km,School Bus/Bus,Electricity,Teaching facilities,None,Mediam,2.26,Remittance,Yes,30,87,58,31,67,20,24,150000,No,1 hours
646,10-13 years,male,Bangla,Freelancer ,Home maker,Two Children,Masters/ Equivalent and above,secondary,4-5 km,Rickshaw,Electricity,Water,None,Low,2.83,Own business,No,63,44,71,59,28,50,81,600000,Yes,2 hours
647,13-15 years,female,Native Language,Agriculture,Public sector,None,primary,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,Low,1.97,Farming,Yes,21,41,29,50,50,27,58,150000,No,0 to 30 minutes
648,15-18 years,male,Native Language,Business,Home maker,Three Children,secondary,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,None,High,2.96,Own business,No,85,76,74,44,72,33,30,250000,Yes,2 hours
649,10-13 years,male,Bangla,Worker,Private sector,Four or more,Masters/ Equivalent and above,primary,0.5-1 km,School Bus/Bus,Electricity,Toilet,None,High,3.15,Casual Wage,No,71,70,57,63,45,57,78,500000,Yes,3 hours
650,13-15 years,male,Native Language,Business,Freelancer,Two Children,secondary,secondary,>7 km,Walk,Other,Teaching facilities,None,Low,2.54,Own business,Yes,22,68,47,57,70,69,23,900000,Yes,2 hours
651,15-18 years,female,Native Language,Business,Home maker,Two Children,secondary,secondary,>7 km,Walk,Paraffin,Water,Once,Mediam,3.08,Own business,No,63,91,54,52,38,55,78,450000,Yes,3 hours
652,13-15 years,male,Bangla,Freelancer ,Private sector,Three Children,primary,secondary,0-0.5 km,School Bus/Bus,Electricity,Toilet,Once,Mediam,3.06,Own business,No,81,62,91,74,25,62,34,350000,Yes,3 hours
653,13-15 years,male,Bangla,Immigrant,Home maker,None,secondary,Honors/Equivalent ,2-3 km,Bicycle/motorbike,Electricity,Water,Once,Mediam,2.28,Remittance,Yes,29,50,60,27,54,31,68,200000,Yes,1 hours
654,13-15 years,female,Bangla,Immigrant,Home maker,Three Children,secondary,Honors/Equivalent ,6-7 km,Walk,Electricity,Teaching facilities,Once,Mediam,2.88,Remittance,No,71,88,35,53,50,52,54,750000,Yes,2 hours
655,10-13 years,male,Native Language,Freelancer ,Agriculture,None,primary,None,0.5-1 km,Walk,Electricity,Teaching facilities,None,Mediam,2.88,Own business,No,31,82,22,79,45,67,77,250000,Yes,2 hours
656,13-15 years,male,English,Worker,Public sector,None,primary,secondary,2-3 km,Bicycle/motorbike,Other,Teaching facilities,None,Low,2.21,Casual Wage,Yes,36,58,76,62,27,22,29,100000,No,1 hours
657,13-15 years,male,Bangla,Freelancer ,Home maker,Four or more,secondary,primary,6-7 km,Bicycle/motorbike,Electricity,Toilet,None,High,2.57,Own business,Yes,35,35,55,81,47,32,75,900000,Yes,2 hours
658,13-15 years,female,Native Language,Public sector,Home maker,Two Children,secondary,secondary,2-3 km,Bicycle/motorbike,Electricity,Toilet,None,Low,3.49,Formal Wage,No,87,33,58,90,90,69,61,850000,Yes,3 hours
659,13-15 years,male,Native Language,Immigrant,Home maker,Two Children,Honors/ Equivalent ,primary,4-5 km,Private car,Electricity,Teaching facilities,Once,High,2.33,Remittance,Yes,70,36,74,38,50,28,30,100000,No,1 hours
660,10-13 years,male,Native Language,Private sector,Home maker,Three Children,primary,secondary,1-2 km,Walk,Electricity,Water,None,High,2.13,Casual Wage,Yes,48,82,51,28,22,46,21,200000,Yes,1 hours
661,13-15 years,male,Native Language,Private sector,Home maker,Two Children,primary,None,0.5-1 km,Walk,Electricity,Toilet,None,Low,2.73,Casual Wage,No,23,84,42,86,63,54,30,200000,Yes,2 hours
662,10-13 years,female,Native Language,Business,Home maker,Three Children,primary,secondary,0-0.5 km,Walk,Other,Teaching facilities,None,High,3.16,Own business,No,36,47,67,40,85,91,76,650000,Yes,3 hours
663,10-13 years,male,Native Language,Agriculture,Business,Three Children,secondary,Masters/Equivalent and above,0-0.5 km,Walk,Paraffin,Water,None,High,2.96,Farming,No,58,36,57,81,51,84,47,150000,No,2 hours
664,15-18 years,male,Native Language,Agriculture,Home maker,Four or more,secondary,secondary,>7 km,School Bus/Bus,Electricity,Teaching facilities,None,High,2.91,Farming,No,25,69,47,79,60,48,80,450000,Yes,2 hours
665,13-15 years,male,Native Language,Immigrant,Home maker,Three Children,Honors/ Equivalent ,secondary,0.5-1 km,Walk,Electricity,Toilet,None,Mediam,3.06,Remittance,No,64,38,65,49,64,75,74,250000,Yes,3 hours
666,13-15 years,male,Bangla,Business,Home maker,Three Children,primary,secondary,0-0.5 km,Walk,Other,Teaching facilities,None,High,2.86,Own business,No,43,59,78,90,56,37,37,400000,Yes,2 hours
667,10-13 years,male,Bangla,Private sector,Immigrant,Two Children,primary,secondary,0-0.5 km,School Bus/Bus,Electricity,Teaching facilities,None,High,2.5,Casual Wage,Yes,76,52,30,63,80,23,26,350000,Yes,2 hours
668,13-15 years,male,Bangla,Public sector,Home maker,Two Children,primary,secondary,0.5-1 km,Walk,Electricity,Toilet,None,Low,3.33,Formal Wage,No,88,33,69,48,71,73,84,250000,Yes,3 hours
669,10-13 years,female,Native Language,Freelancer ,Agriculture,Three Children,primary,secondary,>7 km,Walk,Electricity,Toilet,None,Low,2.63,Own business,No,46,38,89,33,28,88,46,900000,Yes,2 hours
670,13-15 years,male,Bangla,Immigrant,Home maker,Two Children,None,secondary,1-2 km,Walk,Electricity,Teaching facilities,None,High,3.46,Remittance,No,82,68,85,32,88,66,64,500000,Yes,3 hours
671,10-13 years,male,Bangla,Business,Home maker,Two Children,Honors/ Equivalent ,primary,4-5 km,Private car,Other,Toilet,Once,Low,3.23,Own business,No,57,61,67,51,71,84,61,550000,Yes,3 hours
672,10-13 years,female,Native Language,Business,Home maker,Two Children,secondary,secondary,2-3 km,School Bus/Bus,Electricity,Teaching facilities,None,High,2.65,Own business,No,31,85,29,42,92,67,25,400000,Yes,2 hours
673,13-15 years,female,Native Language,Worker,Worker,Three Children,None,secondary,0.5-1 km,School Bus/Bus,Electricity,Water,None,Mediam,3.35,Casual Wage,No,78,68,38,65,90,86,44,900000,Yes,3 hours
674,13-15 years,male,Native Language,Worker,Business,Three Children,Masters/ Equivalent and above,Honors/Equivalent ,4-5 km,Walk,Electricity,Water,None,High,2.2,Casual Wage,Yes,42,20,24,48,67,46,61,180000,No,1 hours
675,10-13 years,female,Native Language,Unemployed,Home maker,Two Children,primary,secondary,0.5-1 km,Walk,Electricity,Toilet,Once,Mediam,2.51,Pansion,Yes,61,58,85,31,44,24,48,850000,Yes,2 hours
676,10-13 years,female,Native Language,Immigrant,Home maker,Four or more,primary,secondary,0.5-1 km,Bicycle/motorbike,Electricity,Water,None,Low,2.2,Remittance,Yes,57,22,22,33,79,27,68,200000,Yes,1 hours
677,13-15 years,female,Native Language,Public sector,Home maker,Four or more,primary,primary,1-2 km,Private car,Electricity,Teaching facilities,Once,High,2.71,Formal Wage,No,32,86,79,25,50,85,23,750000,Yes,2 hours
678,13-15 years,male,Bangla,Business,Worker,Three Children,secondary,primary,1-2 km,Bicycle/motorbike,Other,Toilet,None,Low,3.07,Own business,No,78,83,40,47,47,71,64,150000,No,3 hours
679,13-15 years,others,Native Language,Private sector,Home maker,Three Children,secondary,primary,1-2 km,School Bus/Bus,Electricity,Teaching facilities,None,High,2.26,Casual Wage,Yes,38,39,66,22,79,42,31,180000,No,1 hours
680,13-15 years,female,Native Language,Business,Home maker,Four or more,primary,Masters/Equivalent and above,1-2 km,Rickshaw,Other,Teaching facilities,Once,Mediam,3.06,Own business,No,46,64,85,48,78,79,29,650000,Yes,3 hours
681,10-13 years,male,Native Language,Worker,Home maker,Three Children,secondary,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Toilet,Once,Low,2.15,Casual Wage,Yes,72,59,22,31,33,33,51,180000,No,1 hours
682,10-13 years,male,Native Language,Business,Home maker,Three Children,secondary,secondary,2-3 km,Walk,Electricity,Teaching facilities,None,Low,3.46,Own business,No,66,91,34,54,73,78,89,850000,Yes,3 hours
683,10-13 years,female,Bangla,Private sector,Agriculture,None,primary,secondary,0.5-1 km,Walk,Electricity,Teaching facilities,None,High,2.32,Casual Wage,Yes,72,25,55,67,36,45,25,300000,Yes,1 hours
684,15-18 years,male,Native Language,Worker,Public sector,Three Children,primary,primary,0-0.5 km,Bicycle/motorbike,Paraffin,Teaching facilities,Once,Low,3.27,Casual Wage,No,49,65,80,72,63,72,57,400000,Yes,3 hours
685,15-18 years,female,Native Language,Business,Home maker,Four or more,Honors/ Equivalent ,secondary,2-3 km,Walk,Paraffin,Teaching facilities,None,Mediam,3.15,Own business,No,71,65,71,55,64,54,61,700000,Yes,3 hours
686,13-15 years,female,Native Language,Business,Public sector,Three Children,primary,secondary,4-5 km,Walk,Electricity,Water,Once,High,2.64,Own business,No,79,60,82,22,25,60,42,600000,Yes,2 hours
687,10-13 years,male,Bangla,Public sector,Home maker,None,Honors/ Equivalent ,secondary,1-2 km,Walk,Electricity,Toilet,None,High,2.87,Formal Wage,No,38,71,62,54,83,59,35,450000,Yes,2 hours
688,13-15 years,male,Native Language,Business,Home maker,Three Children,Masters/ Equivalent and above,Honors/Equivalent ,4-5 km,Bicycle/motorbike,Paraffin,Toilet,None,Mediam,2.82,Own business,No,56,81,61,26,78,53,40,750000,Yes,2 hours
689,13-15 years,female,Native Language,Private sector,Home maker,Two Children,Honors/ Equivalent ,secondary,2-3 km,School Bus/Bus,Electricity,Teaching facilities,None,Low,3.04,Casual Wage,No,81,54,61,41,56,50,83,800000,Yes,3 hours
690,13-15 years,male,Bangla,Immigrant,Home maker,Three Children,primary,secondary,1-2 km,Bicycle/motorbike,Other,Toilet,Once,Mediam,2.09,Remittance,Yes,42,33,21,32,67,57,40,300000,Yes,1 hours
691,15-18 years,male,Native Language,Worker,Home maker,None,primary,primary,1-2 km,Walk,Electricity,Teaching facilities,None,Mediam,2.67,Casual Wage,No,44,53,58,47,70,24,78,700000,Yes,2 hours
692,13-15 years,female,Native Language,Freelancer ,Immigrant,Two Children,secondary,primary,6-7 km,Walk,Electricity,Electricity,Once,High,2.29,Own business,Yes,26,27,62,30,30,84,62,100000,No,1 hours
693,10-13 years,male,Bangla,Immigrant,Worker,Four or more,None,None,0-0.5 km,Rickshaw,Electricity,Teaching facilities,None,Mediam,2.29,Remittance,Yes,35,76,22,39,47,24,77,180000,No,1 hours
694,13-15 years,female,Bangla,Business,Public sector,Four or more,primary,None,4-5 km,Walk,Other,Teaching facilities,None,Mediam,3.39,Own business,No,33,81,62,91,86,65,57,150000,No,3 hours
695,13-15 years,male,Native Language,Business,Immigrant,Three Children,primary,Honors/Equivalent ,0-0.5 km,Rickshaw,Electricity,Toilet,None,Low,3.12,Own business,No,73,56,91,23,65,67,62,650000,Yes,3 hours
696,13-15 years,male,Bangla,Worker,Home maker,Three Children,Honors/ Equivalent ,secondary,2-3 km,Rickshaw,Electricity,Water,None,Mediam,2.44,Casual Wage,Yes,45,41,87,50,29,47,42,200000,Yes,1 hours
697,13-15 years,female,Bangla,Worker,Home maker,Two Children,Honors/ Equivalent ,primary,0-0.5 km,Bicycle/motorbike,Electricity,Water,None,Mediam,2.46,Casual Wage,Yes,45,55,67,36,50,54,38,150000,No,1 hours
698,15-18 years,male,Native Language,Agriculture,Immigrant,Two Children,primary,Honors/Equivalent ,4-5 km,Walk,Paraffin,Teaching facilities,None,Mediam,2.59,Farming,Yes,50,51,88,65,45,21,43,850000,Yes,2 hours
699,10-13 years,female,Native Language,Agriculture,Worker,None,secondary,Honors/Equivalent ,0.5-1 km,Bicycle/motorbike,Electricity,Electricity,None,High,2.66,Farming,No,26,64,84,58,25,50,65,750000,Yes,2 hours
700,10-13 years,female,Bangla,Agriculture,Home maker,Three Children,secondary,secondary,1-2 km,Bicycle/motorbike,Other,Toilet,None,Mediam,2.2,Farming,Yes,41,64,74,24,37,24,44,100000,No,1 hours
701,10-13 years,male,Native Language,Immigrant,Business,Two Children,None,secondary,6-7 km,Bicycle/motorbike,Electricity,Toilet,None,Mediam,2.37,Remittance,Yes,92,21,27,24,90,56,22,180000,No,1 hours
702,10-13 years,female,Bangla,Worker,Home maker,None,primary,None,0.5-1 km,Rickshaw,Electricity,Teaching facilities,Once,High,2.73,Casual Wage,No,57,46,62,45,63,87,22,300000,Yes,2 hours
703,13-15 years,female,Native Language,Public sector,Home maker,None,secondary,primary,0.5-1 km,Walk,Electricity,Teaching facilities,None,Low,3.34,Formal Wage,No,81,22,75,90,41,77,81,250000,Yes,3 hours
704,13-15 years,male,Native Language,Immigrant,Public sector,Three Children,primary,secondary,0-0.5 km,Rickshaw,Electricity,Teaching facilities,None,High,2.71,Remittance,No,47,61,47,74,38,71,41,800000,Yes,2 hours
705,13-15 years,male,Native Language,Immigrant,Private sector,Three Children,Masters/ Equivalent and above,None,2-3 km,Bicycle/motorbike,Electricity,Toilet,None,Mediam,2.7,Remittance,No,45,32,60,45,27,80,89,400000,Yes,2 hours
706,13-15 years,female,Native Language,Private sector,Public sector,Two Children,secondary,secondary,4-5 km,Bicycle/motorbike,Other,Teaching facilities,None,High,2.56,Casual Wage,Yes,80,56,67,31,49,29,47,850000,Yes,2 hours
707,10-13 years,female,Native Language,Public sector,Worker,Four or more,Honors/ Equivalent ,secondary,0.5-1 km,Walk,Other,Toilet,None,Mediam,2.66,Formal Wage,No,50,68,50,90,39,47,28,150000,No,2 hours
708,10-13 years,male,Bangla,Business,Home maker,Two Children,Masters/ Equivalent and above,secondary,4-5 km,School Bus/Bus,Electricity,Teaching facilities,Once,Mediam,2.56,Own business,Yes,32,52,69,29,68,79,29,500000,Yes,2 hours
709,10-13 years,female,Native Language,Business,Home maker,Two Children,secondary,secondary,0-0.5 km,School Bus/Bus,Other,Teaching facilities,None,High,1.96,Own business,Yes,54,78,28,22,26,39,27,300000,Yes,0 to 30 minutes
710,10-13 years,male,Native Language,Agriculture,Home maker,None,primary,primary,1-2 km,Private car,Electricity,Teaching facilities,None,High,2.34,Farming,Yes,88,20,36,37,42,35,70,200000,Yes,1 hours
711,13-15 years,male,Native Language,Worker,Home maker,None,secondary,secondary,4-5 km,Rickshaw,Electricity,Water,None,High,3.15,Casual Wage,No,60,69,50,90,28,59,85,850000,Yes,3 hours
712,10-13 years,male,Native Language,Business,Worker,Three Children,Masters/ Equivalent and above,secondary,0.5-1 km,Walk,Other,Water,None,Mediam,3.19,Own business,No,43,90,88,43,33,62,88,750000,Yes,3 hours
713,10-13 years,male,Native Language,Worker,Home maker,Two Children,None,secondary,>7 km,Walk,Paraffin,Water,None,Mediam,2.54,Casual Wage,Yes,77,52,47,64,64,28,24,600000,Yes,2 hours
714,15-18 years,female,Native Language,Private sector,Home maker,Two Children,Honors/ Equivalent ,secondary,0.5-1 km,Private car,Other,Water,None,High,2.66,Casual Wage,No,62,87,49,48,74,31,21,150000,No,2 hours
715,10-13 years,male,Native Language,Immigrant,Home maker,None,primary,primary,1-2 km,Bicycle/motorbike,Other,Toilet,None,Mediam,2.96,Remittance,No,86,76,58,86,34,21,54,900000,Yes,2 hours
716,13-15 years,female,Bangla,Public sector,Home maker,Three Children,Honors/ Equivalent ,primary,0.5-1 km,Walk,Electricity,Water,None,Low,3.33,Formal Wage,No,61,83,63,85,59,54,61,500000,Yes,3 hours
717,15-18 years,female,Bangla,Public sector,Home maker,Three Children,primary,secondary,6-7 km,School Bus/Bus,Electricity,Teaching facilities,Once,Mediam,2.24,Formal Wage,Yes,52,62,43,22,55,28,51,200000,Yes,1 hours
718,13-15 years,female,Bangla,Public sector,Worker,Two Children,secondary,secondary,4-5 km,Bicycle/motorbike,Electricity,Water,Once,Mediam,2.79,Formal Wage,No,28,90,78,38,51,71,34,200000,Yes,2 hours
719,10-13 years,male,Native Language,Worker,Worker,Two Children,primary,secondary,1-2 km,Walk,Other,Water,None,High,2.44,Casual Wage,Yes,70,60,73,22,35,43,38,100000,No,1 hours
720,10-13 years,male,Native Language,Public sector,Home maker,Three Children,secondary,primary,1-2 km,Walk,Other,Teaching facilities,None,High,2.22,Formal Wage,Yes,38,20,46,49,35,41,82,180000,No,1 hours
721,15-18 years,female,Bangla,Immigrant,Home maker,None,Honors/ Equivalent ,primary,0.5-1 km,Walk,Other,Teaching facilities,None,High,2.49,Remittance,Yes,55,51,65,21,47,72,37,180000,No,1 hours
722,10-13 years,female,Native Language,Worker,Home maker,None,secondary,primary,0.5-1 km,School Bus/Bus,Electricity,Teaching facilities,Once,Mediam,2.83,Casual Wage,No,52,45,71,62,56,65,45,200000,Yes,2 hours
723,10-13 years,male,Native Language,Public sector,Home maker,Two Children,primary,secondary,1-2 km,Bicycle/motorbike,Electricity,Water,None,Mediam,3.46,Formal Wage,No,73,79,33,67,82,80,71,800000,Yes,3 hours
724,10-13 years,female,Native Language,Private sector,Home maker,None,primary,None,1-2 km,Private car,Electricity,Water,None,Low,3.2,Casual Wage,No,66,43,75,63,49,69,83,100000,No,3 hours
725,13-15 years,female,English,Worker,Home maker,Two Children,None,secondary,1-2 km,Rickshaw,Electricity,Teaching facilities,None,Low,3.27,Casual Wage,No,72,69,68,64,66,65,54,100000,No,3 hours
726,13-15 years,female,Native Language,Private sector,Home maker,Three Children,secondary,primary,0.5-1 km,Walk,Electricity,Teaching facilities,None,High,3.1,Casual Wage,No,91,59,50,54,50,52,78,450000,Yes,3 hours
727,10-13 years,male,Bangla,Public sector,Immigrant,None,primary,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,None,High,2.14,Formal Wage,Yes,63,54,71,30,22,35,24,150000,No,1 hours
728,13-15 years,male,Native Language,Immigrant,Worker,None,secondary,Honors/Equivalent ,2-3 km,Bicycle/motorbike,Paraffin,Teaching facilities,Once,Low,2.99,Remittance,No,63,85,32,88,52,58,41,150000,No,2 hours
729,10-13 years,male,Native Language,Worker,Home maker,None,Masters/ Equivalent and above,secondary,1-2 km,Walk,Electricity,Toilet,None,High,2.11,Casual Wage,Yes,63,92,22,44,24,21,30,300000,Yes,1 hours
730,13-15 years,male,English,Immigrant,Worker,Two Children,primary,Honors/Equivalent ,6-7 km,Private car,Electricity,Teaching facilities,None,Low,2.2,Remittance,Yes,37,25,39,31,73,48,55,150000,No,1 hours
731,13-15 years,female,Native Language,Immigrant,Home maker,None,secondary,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,None,High,2.71,Remittance,No,51,37,40,80,62,61,48,650000,Yes,2 hours
732,above 18 years,male,Native Language,Immigrant,Business,None,primary,secondary,0-0.5 km,Walk,Electricity,Teaching facilities,None,Mediam,3.31,Remittance,No,89,91,90,51,84,25,33,400000,Yes,3 hours
733,10-13 years,female,Native Language,Business,Home maker,Two Children,Masters/ Equivalent and above,secondary,0-0.5 km,Walk,Other,Toilet,None,High,2.75,Own business,No,53,46,85,20,68,30,83,250000,Yes,2 hours
